periodo,tipo,subtipo,barrio,total
01/2020,Homicidio,Doloso,Barracas,1
01/2020,Homicidio,Doloso,Nueva Pompeya,1
01/2020,Homicidio,Doloso,Retiro,1
01/2020,Homicidio,Doloso,Saavedra,1
01/2020,Homicidio,Femicidio,Villa Devoto,1
01/2020,Homicidio,Siniestro Vial,Balvanera,1
01/2020,Homicidio,Siniestro Vial,Flores,1
01/2020,Homicidio,Siniestro Vial,Monserrat,2
01/2020,Homicidio,Siniestro Vial,Recoleta,1
01/2020,Homicidio,Siniestro Vial,San Cristóbal,1
01/2020,Homicidio,Siniestro Vial,Villa Crespo,1
01/2020,Homicidio,Siniestro Vial,Villa Soldati,1
01/2020,Hurto (sin violencia),,,5
01/2020,Hurto (sin violencia),,Agronomía,14
01/2020,Hurto (sin violencia),,Almagro,142
01/2020,Hurto (sin violencia),,Balvanera,306
01/2020,Hurto (sin violencia),,Barracas,75
01/2020,Hurto (sin violencia),,Belgrano,142
01/2020,Hurto (sin violencia),,Boca,46
01/2020,Hurto (sin violencia),,Boedo,58
01/2020,Hurto (sin violencia),,Caballito,157
01/2020,Hurto (sin violencia),,Chacarita,36
01/2020,Hurto (sin violencia),,Coghlan,12
01/2020,Hurto (sin violencia),,Colegiales,50
01/2020,Hurto (sin violencia),,Constitución,90
01/2020,Hurto (sin violencia),,Flores,143
01/2020,Hurto (sin violencia),,Floresta,58
01/2020,Hurto (sin violencia),,Liniers,62
01/2020,Hurto (sin violencia),,Mataderos,88
01/2020,Hurto (sin violencia),,Monserrat,127
01/2020,Hurto (sin violencia),,Monte Castro,25
01/2020,Hurto (sin violencia),,Nueva Pompeya,61
01/2020,Hurto (sin violencia),,Nuñez,66
01/2020,Hurto (sin violencia),,Palermo,349
01/2020,Hurto (sin violencia),,Parque Avellaneda,49
01/2020,Hurto (sin violencia),,Parque Chacabuco,63
01/2020,Hurto (sin violencia),,Parque Chas,17
01/2020,Hurto (sin violencia),,Parque Patricios,55
01/2020,Hurto (sin violencia),,Paternal,20
01/2020,Hurto (sin violencia),,Puerto Madero,23
01/2020,Hurto (sin violencia),,Recoleta,177
01/2020,Hurto (sin violencia),,Retiro,130
01/2020,Hurto (sin violencia),,Saavedra,61
01/2020,Hurto (sin violencia),,San Cristóbal,51
01/2020,Hurto (sin violencia),,San Nicolás,252
01/2020,Hurto (sin violencia),,San Telmo,62
01/2020,Hurto (sin violencia),,Vélez Sársfield,24
01/2020,Hurto (sin violencia),,Versalles,14
01/2020,Hurto (sin violencia),,Villa Crespo,83
01/2020,Hurto (sin violencia),,Villa Del Parque,51
01/2020,Hurto (sin violencia),,Villa Devoto,57
01/2020,Hurto (sin violencia),,Villa Gral. Mitre,25
01/2020,Hurto (sin violencia),,Villa Lugano,101
01/2020,Hurto (sin violencia),,Villa Luro,31
01/2020,Hurto (sin violencia),,Villa Ortuzar,21
01/2020,Hurto (sin violencia),,Villa Pueyrredón,38
01/2020,Hurto (sin violencia),,Villa Real,7
01/2020,Hurto (sin violencia),,Villa Riachuelo,21
01/2020,Hurto (sin violencia),,Villa Santa Rita,27
01/2020,Hurto (sin violencia),,Villa Soldati,38
01/2020,Hurto (sin violencia),,Villa Urquiza,77
01/2020,Hurto (sin violencia),Hurto Automotor,Almagro,12
01/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,11
01/2020,Hurto (sin violencia),Hurto Automotor,Barracas,10
01/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,4
01/2020,Hurto (sin violencia),Hurto Automotor,Boca,1
01/2020,Hurto (sin violencia),Hurto Automotor,Boedo,7
01/2020,Hurto (sin violencia),Hurto Automotor,Caballito,28
01/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,4
01/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,3
01/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,4
01/2020,Hurto (sin violencia),Hurto Automotor,Constitución,10
01/2020,Hurto (sin violencia),Hurto Automotor,Flores,19
01/2020,Hurto (sin violencia),Hurto Automotor,Floresta,8
01/2020,Hurto (sin violencia),Hurto Automotor,Liniers,11
01/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,18
01/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2
01/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,5
01/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,9
01/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,3
01/2020,Hurto (sin violencia),Hurto Automotor,Palermo,19
01/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3
01/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,6
01/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,1
01/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,14
01/2020,Hurto (sin violencia),Hurto Automotor,Paternal,2
01/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,5
01/2020,Hurto (sin violencia),Hurto Automotor,Retiro,2
01/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,7
01/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,8
01/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2
01/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,4
01/2020,Hurto (sin violencia),Hurto Automotor,Versalles,2
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,8
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,2
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,7
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,8
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,22
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,8
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,4
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,9
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,5
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,5
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,10
01/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,7
01/2020,Lesiones,Siniestro Vial,,36
01/2020,Lesiones,Siniestro Vial,Agronomía,2
01/2020,Lesiones,Siniestro Vial,Almagro,27
01/2020,Lesiones,Siniestro Vial,Balvanera,45
01/2020,Lesiones,Siniestro Vial,Barracas,17
01/2020,Lesiones,Siniestro Vial,Belgrano,17
01/2020,Lesiones,Siniestro Vial,Boca,7
01/2020,Lesiones,Siniestro Vial,Boedo,11
01/2020,Lesiones,Siniestro Vial,Caballito,36
01/2020,Lesiones,Siniestro Vial,Chacarita,15
01/2020,Lesiones,Siniestro Vial,Coghlan,3
01/2020,Lesiones,Siniestro Vial,Colegiales,9
01/2020,Lesiones,Siniestro Vial,Constitución,21
01/2020,Lesiones,Siniestro Vial,Flores,73
01/2020,Lesiones,Siniestro Vial,Floresta,14
01/2020,Lesiones,Siniestro Vial,Liniers,7
01/2020,Lesiones,Siniestro Vial,Mataderos,9
01/2020,Lesiones,Siniestro Vial,Monserrat,13
01/2020,Lesiones,Siniestro Vial,Monte Castro,6
01/2020,Lesiones,Siniestro Vial,Nueva Pompeya,16
01/2020,Lesiones,Siniestro Vial,Nuñez,15
01/2020,Lesiones,Siniestro Vial,Palermo,48
01/2020,Lesiones,Siniestro Vial,Parque Avellaneda,13
01/2020,Lesiones,Siniestro Vial,Parque Chacabuco,11
01/2020,Lesiones,Siniestro Vial,Parque Chas,5
01/2020,Lesiones,Siniestro Vial,Parque Patricios,14
01/2020,Lesiones,Siniestro Vial,Paternal,1
01/2020,Lesiones,Siniestro Vial,Puerto Madero,5
01/2020,Lesiones,Siniestro Vial,Recoleta,30
01/2020,Lesiones,Siniestro Vial,Retiro,16
01/2020,Lesiones,Siniestro Vial,Saavedra,26
01/2020,Lesiones,Siniestro Vial,San Cristóbal,18
01/2020,Lesiones,Siniestro Vial,San Nicolás,18
01/2020,Lesiones,Siniestro Vial,San Telmo,10
01/2020,Lesiones,Siniestro Vial,Vélez Sársfield,6
01/2020,Lesiones,Siniestro Vial,Versalles,2
01/2020,Lesiones,Siniestro Vial,Villa Crespo,26
01/2020,Lesiones,Siniestro Vial,Villa Del Parque,9
01/2020,Lesiones,Siniestro Vial,Villa Devoto,22
01/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,11
01/2020,Lesiones,Siniestro Vial,Villa Lugano,17
01/2020,Lesiones,Siniestro Vial,Villa Luro,2
01/2020,Lesiones,Siniestro Vial,Villa Ortuzar,6
01/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,11
01/2020,Lesiones,Siniestro Vial,Villa Real,4
01/2020,Lesiones,Siniestro Vial,Villa Riachuelo,7
01/2020,Lesiones,Siniestro Vial,Villa Santa Rita,8
01/2020,Lesiones,Siniestro Vial,Villa Soldati,4
01/2020,Lesiones,Siniestro Vial,Villa Urquiza,17
01/2020,Robo (con violencia),,,7
01/2020,Robo (con violencia),,Agronomía,13
01/2020,Robo (con violencia),,Almagro,206
01/2020,Robo (con violencia),,Balvanera,323
01/2020,Robo (con violencia),,Barracas,206
01/2020,Robo (con violencia),,Belgrano,155
01/2020,Robo (con violencia),,Boca,72
01/2020,Robo (con violencia),,Boedo,54
01/2020,Robo (con violencia),,Caballito,189
01/2020,Robo (con violencia),,Chacarita,68
01/2020,Robo (con violencia),,Coghlan,21
01/2020,Robo (con violencia),,Colegiales,63
01/2020,Robo (con violencia),,Constitución,166
01/2020,Robo (con violencia),,Flores,250
01/2020,Robo (con violencia),,Floresta,47
01/2020,Robo (con violencia),,Liniers,55
01/2020,Robo (con violencia),,Mataderos,89
01/2020,Robo (con violencia),,Monserrat,88
01/2020,Robo (con violencia),,Monte Castro,23
01/2020,Robo (con violencia),,Nueva Pompeya,131
01/2020,Robo (con violencia),,Nuñez,86
01/2020,Robo (con violencia),,Palermo,362
01/2020,Robo (con violencia),,Parque Avellaneda,77
01/2020,Robo (con violencia),,Parque Chacabuco,116
01/2020,Robo (con violencia),,Parque Chas,11
01/2020,Robo (con violencia),,Parque Patricios,74
01/2020,Robo (con violencia),,Paternal,17
01/2020,Robo (con violencia),,Puerto Madero,15
01/2020,Robo (con violencia),,Recoleta,185
01/2020,Robo (con violencia),,Retiro,165
01/2020,Robo (con violencia),,Saavedra,76
01/2020,Robo (con violencia),,San Cristóbal,91
01/2020,Robo (con violencia),,San Nicolás,159
01/2020,Robo (con violencia),,San Telmo,45
01/2020,Robo (con violencia),,Vélez Sársfield,33
01/2020,Robo (con violencia),,Versalles,19
01/2020,Robo (con violencia),,Villa Crespo,114
01/2020,Robo (con violencia),,Villa Del Parque,42
01/2020,Robo (con violencia),,Villa Devoto,55
01/2020,Robo (con violencia),,Villa Gral. Mitre,28
01/2020,Robo (con violencia),,Villa Lugano,153
01/2020,Robo (con violencia),,Villa Luro,28
01/2020,Robo (con violencia),,Villa Ortuzar,20
01/2020,Robo (con violencia),,Villa Pueyrredón,33
01/2020,Robo (con violencia),,Villa Real,7
01/2020,Robo (con violencia),,Villa Riachuelo,20
01/2020,Robo (con violencia),,Villa Santa Rita,37
01/2020,Robo (con violencia),,Villa Soldati,81
01/2020,Robo (con violencia),,Villa Urquiza,80
01/2020,Robo (con violencia),Con uso de moto,Agronomía,2
01/2020,Robo (con violencia),Con uso de moto,Almagro,10
01/2020,Robo (con violencia),Con uso de moto,Balvanera,33
01/2020,Robo (con violencia),Con uso de moto,Barracas,33
01/2020,Robo (con violencia),Con uso de moto,Belgrano,24
01/2020,Robo (con violencia),Con uso de moto,Boca,5
01/2020,Robo (con violencia),Con uso de moto,Boedo,9
01/2020,Robo (con violencia),Con uso de moto,Caballito,30
01/2020,Robo (con violencia),Con uso de moto,Chacarita,8
01/2020,Robo (con violencia),Con uso de moto,Coghlan,5
01/2020,Robo (con violencia),Con uso de moto,Colegiales,17
01/2020,Robo (con violencia),Con uso de moto,Constitución,9
01/2020,Robo (con violencia),Con uso de moto,Flores,27
01/2020,Robo (con violencia),Con uso de moto,Floresta,3
01/2020,Robo (con violencia),Con uso de moto,Liniers,1
01/2020,Robo (con violencia),Con uso de moto,Mataderos,2
01/2020,Robo (con violencia),Con uso de moto,Monserrat,22
01/2020,Robo (con violencia),Con uso de moto,Monte Castro,3
01/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,10
01/2020,Robo (con violencia),Con uso de moto,Nuñez,6
01/2020,Robo (con violencia),Con uso de moto,Palermo,42
01/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,9
01/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,14
01/2020,Robo (con violencia),Con uso de moto,Parque Chas,1
01/2020,Robo (con violencia),Con uso de moto,Parque Patricios,15
01/2020,Robo (con violencia),Con uso de moto,Paternal,4
01/2020,Robo (con violencia),Con uso de moto,Puerto Madero,2
01/2020,Robo (con violencia),Con uso de moto,Recoleta,13
01/2020,Robo (con violencia),Con uso de moto,Retiro,12
01/2020,Robo (con violencia),Con uso de moto,Saavedra,7
01/2020,Robo (con violencia),Con uso de moto,San Cristóbal,6
01/2020,Robo (con violencia),Con uso de moto,San Nicolás,15
01/2020,Robo (con violencia),Con uso de moto,San Telmo,13
01/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,3
01/2020,Robo (con violencia),Con uso de moto,Versalles,3
01/2020,Robo (con violencia),Con uso de moto,Villa Crespo,19
01/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,2
01/2020,Robo (con violencia),Con uso de moto,Villa Devoto,9
01/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,5
01/2020,Robo (con violencia),Con uso de moto,Villa Lugano,17
01/2020,Robo (con violencia),Con uso de moto,Villa Luro,2
01/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,3
01/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,8
01/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,3
01/2020,Robo (con violencia),Con uso de moto,Villa Soldati,5
01/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,9
01/2020,Robo (con violencia),Robo Automotor,Balvanera,2
01/2020,Robo (con violencia),Robo Automotor,Barracas,8
01/2020,Robo (con violencia),Robo Automotor,Belgrano,3
01/2020,Robo (con violencia),Robo Automotor,Boca,6
01/2020,Robo (con violencia),Robo Automotor,Boedo,2
01/2020,Robo (con violencia),Robo Automotor,Caballito,2
01/2020,Robo (con violencia),Robo Automotor,Chacarita,1
01/2020,Robo (con violencia),Robo Automotor,Flores,8
01/2020,Robo (con violencia),Robo Automotor,Floresta,1
01/2020,Robo (con violencia),Robo Automotor,Liniers,3
01/2020,Robo (con violencia),Robo Automotor,Mataderos,4
01/2020,Robo (con violencia),Robo Automotor,Monte Castro,3
01/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,11
01/2020,Robo (con violencia),Robo Automotor,Nuñez,1
01/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,5
01/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,5
01/2020,Robo (con violencia),Robo Automotor,Parque Chas,1
01/2020,Robo (con violencia),Robo Automotor,Parque Patricios,2
01/2020,Robo (con violencia),Robo Automotor,Paternal,1
01/2020,Robo (con violencia),Robo Automotor,Recoleta,1
01/2020,Robo (con violencia),Robo Automotor,Retiro,1
01/2020,Robo (con violencia),Robo Automotor,San Cristóbal,2
01/2020,Robo (con violencia),Robo Automotor,San Nicolás,1
01/2020,Robo (con violencia),Robo Automotor,San Telmo,2
01/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,1
01/2020,Robo (con violencia),Robo Automotor,Villa Crespo,1
01/2020,Robo (con violencia),Robo Automotor,Villa Del Parque,2
01/2020,Robo (con violencia),Robo Automotor,Villa Devoto,1
01/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
01/2020,Robo (con violencia),Robo Automotor,Villa Lugano,13
01/2020,Robo (con violencia),Robo Automotor,Villa Luro,1
01/2020,Robo (con violencia),Robo Automotor,Villa Ortuzar,1
01/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1
01/2020,Robo (con violencia),Robo Automotor,Villa Soldati,6
02/2020,Homicidio,Doloso,Barracas,2
02/2020,Homicidio,Doloso,Boca,1
02/2020,Homicidio,Doloso,Mataderos,1
02/2020,Homicidio,Doloso,Retiro,4
02/2020,Homicidio,Doloso,Villa Lugano,1
02/2020,Homicidio,Siniestro Vial,Almagro,2
02/2020,Homicidio,Siniestro Vial,Balvanera,1
02/2020,Homicidio,Siniestro Vial,Constitución,1
02/2020,Homicidio,Siniestro Vial,Parque Chas,1
02/2020,Homicidio,Siniestro Vial,San Nicolás,1
02/2020,Homicidio,Siniestro Vial,San Telmo,1
02/2020,Homicidio,Siniestro Vial,Villa Devoto,1
02/2020,Hurto (sin violencia),,,4
02/2020,Hurto (sin violencia),,Agronomía,12
02/2020,Hurto (sin violencia),,Almagro,130
02/2020,Hurto (sin violencia),,Balvanera,303
02/2020,Hurto (sin violencia),,Barracas,93
02/2020,Hurto (sin violencia),,Belgrano,160
02/2020,Hurto (sin violencia),,Boca,35
02/2020,Hurto (sin violencia),,Boedo,48
02/2020,Hurto (sin violencia),,Caballito,147
02/2020,Hurto (sin violencia),,Chacarita,43
02/2020,Hurto (sin violencia),,Coghlan,11
02/2020,Hurto (sin violencia),,Colegiales,38
02/2020,Hurto (sin violencia),,Constitución,105
02/2020,Hurto (sin violencia),,Flores,136
02/2020,Hurto (sin violencia),,Floresta,47
02/2020,Hurto (sin violencia),,Liniers,48
02/2020,Hurto (sin violencia),,Mataderos,76
02/2020,Hurto (sin violencia),,Monserrat,156
02/2020,Hurto (sin violencia),,Monte Castro,17
02/2020,Hurto (sin violencia),,Nueva Pompeya,56
02/2020,Hurto (sin violencia),,Nuñez,51
02/2020,Hurto (sin violencia),,Palermo,393
02/2020,Hurto (sin violencia),,Parque Avellaneda,45
02/2020,Hurto (sin violencia),,Parque Chacabuco,53
02/2020,Hurto (sin violencia),,Parque Chas,13
02/2020,Hurto (sin violencia),,Parque Patricios,35
02/2020,Hurto (sin violencia),,Paternal,11
02/2020,Hurto (sin violencia),,Puerto Madero,9
02/2020,Hurto (sin violencia),,Recoleta,164
02/2020,Hurto (sin violencia),,Retiro,132
02/2020,Hurto (sin violencia),,Saavedra,51
02/2020,Hurto (sin violencia),,San Cristóbal,55
02/2020,Hurto (sin violencia),,San Nicolás,247
02/2020,Hurto (sin violencia),,San Telmo,46
02/2020,Hurto (sin violencia),,Vélez Sársfield,20
02/2020,Hurto (sin violencia),,Versalles,10
02/2020,Hurto (sin violencia),,Villa Crespo,89
02/2020,Hurto (sin violencia),,Villa Del Parque,46
02/2020,Hurto (sin violencia),,Villa Devoto,67
02/2020,Hurto (sin violencia),,Villa Gral. Mitre,42
02/2020,Hurto (sin violencia),,Villa Lugano,88
02/2020,Hurto (sin violencia),,Villa Luro,30
02/2020,Hurto (sin violencia),,Villa Ortuzar,9
02/2020,Hurto (sin violencia),,Villa Pueyrredón,50
02/2020,Hurto (sin violencia),,Villa Real,7
02/2020,Hurto (sin violencia),,Villa Riachuelo,16
02/2020,Hurto (sin violencia),,Villa Santa Rita,38
02/2020,Hurto (sin violencia),,Villa Soldati,49
02/2020,Hurto (sin violencia),,Villa Urquiza,83
02/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,4
02/2020,Hurto (sin violencia),Hurto Automotor,Almagro,11
02/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,6
02/2020,Hurto (sin violencia),Hurto Automotor,Barracas,6
02/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,14
02/2020,Hurto (sin violencia),Hurto Automotor,Boedo,15
02/2020,Hurto (sin violencia),Hurto Automotor,Caballito,26
02/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,3
02/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,4
02/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,4
02/2020,Hurto (sin violencia),Hurto Automotor,Constitución,2
02/2020,Hurto (sin violencia),Hurto Automotor,Flores,17
02/2020,Hurto (sin violencia),Hurto Automotor,Floresta,8
02/2020,Hurto (sin violencia),Hurto Automotor,Liniers,6
02/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,12
02/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,1
02/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,3
02/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,11
02/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,10
02/2020,Hurto (sin violencia),Hurto Automotor,Palermo,13
02/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,5
02/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,8
02/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,1
02/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,1
02/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,7
02/2020,Hurto (sin violencia),Hurto Automotor,Retiro,3
02/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2
02/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,8
02/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,2
02/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,5
02/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,5
02/2020,Hurto (sin violencia),Hurto Automotor,Versalles,2
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,14
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,7
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,8
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,3
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,25
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,4
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,3
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,9
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,5
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,1
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,9
02/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,12
02/2020,Lesiones,Siniestro Vial,,31
02/2020,Lesiones,Siniestro Vial,Agronomía,11
02/2020,Lesiones,Siniestro Vial,Almagro,28
02/2020,Lesiones,Siniestro Vial,Balvanera,36
02/2020,Lesiones,Siniestro Vial,Barracas,20
02/2020,Lesiones,Siniestro Vial,Belgrano,25
02/2020,Lesiones,Siniestro Vial,Boca,6
02/2020,Lesiones,Siniestro Vial,Boedo,18
02/2020,Lesiones,Siniestro Vial,Caballito,24
02/2020,Lesiones,Siniestro Vial,Chacarita,19
02/2020,Lesiones,Siniestro Vial,Colegiales,7
02/2020,Lesiones,Siniestro Vial,Constitución,17
02/2020,Lesiones,Siniestro Vial,Flores,34
02/2020,Lesiones,Siniestro Vial,Floresta,7
02/2020,Lesiones,Siniestro Vial,Liniers,20
02/2020,Lesiones,Siniestro Vial,Mataderos,26
02/2020,Lesiones,Siniestro Vial,Monserrat,21
02/2020,Lesiones,Siniestro Vial,Monte Castro,12
02/2020,Lesiones,Siniestro Vial,Nueva Pompeya,13
02/2020,Lesiones,Siniestro Vial,Nuñez,14
02/2020,Lesiones,Siniestro Vial,Palermo,49
02/2020,Lesiones,Siniestro Vial,Parque Avellaneda,11
02/2020,Lesiones,Siniestro Vial,Parque Chacabuco,20
02/2020,Lesiones,Siniestro Vial,Parque Chas,10
02/2020,Lesiones,Siniestro Vial,Parque Patricios,8
02/2020,Lesiones,Siniestro Vial,Paternal,8
02/2020,Lesiones,Siniestro Vial,Puerto Madero,4
02/2020,Lesiones,Siniestro Vial,Recoleta,30
02/2020,Lesiones,Siniestro Vial,Retiro,27
02/2020,Lesiones,Siniestro Vial,Saavedra,22
02/2020,Lesiones,Siniestro Vial,San Cristóbal,23
02/2020,Lesiones,Siniestro Vial,San Nicolás,34
02/2020,Lesiones,Siniestro Vial,San Telmo,10
02/2020,Lesiones,Siniestro Vial,Vélez Sársfield,4
02/2020,Lesiones,Siniestro Vial,Versalles,6
02/2020,Lesiones,Siniestro Vial,Villa Crespo,32
02/2020,Lesiones,Siniestro Vial,Villa Del Parque,6
02/2020,Lesiones,Siniestro Vial,Villa Devoto,23
02/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,10
02/2020,Lesiones,Siniestro Vial,Villa Lugano,15
02/2020,Lesiones,Siniestro Vial,Villa Luro,5
02/2020,Lesiones,Siniestro Vial,Villa Ortuzar,6
02/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,6
02/2020,Lesiones,Siniestro Vial,Villa Real,5
02/2020,Lesiones,Siniestro Vial,Villa Riachuelo,4
02/2020,Lesiones,Siniestro Vial,Villa Santa Rita,7
02/2020,Lesiones,Siniestro Vial,Villa Soldati,9
02/2020,Lesiones,Siniestro Vial,Villa Urquiza,16
02/2020,Robo (con violencia),,,8
02/2020,Robo (con violencia),,Agronomía,10
02/2020,Robo (con violencia),,Almagro,174
02/2020,Robo (con violencia),,Balvanera,296
02/2020,Robo (con violencia),,Barracas,168
02/2020,Robo (con violencia),,Belgrano,107
02/2020,Robo (con violencia),,Boca,63
02/2020,Robo (con violencia),,Boedo,72
02/2020,Robo (con violencia),,Caballito,197
02/2020,Robo (con violencia),,Chacarita,72
02/2020,Robo (con violencia),,Coghlan,13
02/2020,Robo (con violencia),,Colegiales,70
02/2020,Robo (con violencia),,Constitución,168
02/2020,Robo (con violencia),,Flores,190
02/2020,Robo (con violencia),,Floresta,36
02/2020,Robo (con violencia),,Liniers,61
02/2020,Robo (con violencia),,Mataderos,96
02/2020,Robo (con violencia),,Monserrat,82
02/2020,Robo (con violencia),,Monte Castro,22
02/2020,Robo (con violencia),,Nueva Pompeya,99
02/2020,Robo (con violencia),,Nuñez,66
02/2020,Robo (con violencia),,Palermo,356
02/2020,Robo (con violencia),,Parque Avellaneda,62
02/2020,Robo (con violencia),,Parque Chacabuco,108
02/2020,Robo (con violencia),,Parque Chas,11
02/2020,Robo (con violencia),,Parque Patricios,58
02/2020,Robo (con violencia),,Paternal,19
02/2020,Robo (con violencia),,Puerto Madero,10
02/2020,Robo (con violencia),,Recoleta,171
02/2020,Robo (con violencia),,Retiro,156
02/2020,Robo (con violencia),,Saavedra,82
02/2020,Robo (con violencia),,San Cristóbal,57
02/2020,Robo (con violencia),,San Nicolás,148
02/2020,Robo (con violencia),,San Telmo,46
02/2020,Robo (con violencia),,Vélez Sársfield,33
02/2020,Robo (con violencia),,Versalles,13
02/2020,Robo (con violencia),,Villa Crespo,122
02/2020,Robo (con violencia),,Villa Del Parque,34
02/2020,Robo (con violencia),,Villa Devoto,44
02/2020,Robo (con violencia),,Villa Gral. Mitre,32
02/2020,Robo (con violencia),,Villa Lugano,150
02/2020,Robo (con violencia),,Villa Luro,24
02/2020,Robo (con violencia),,Villa Ortuzar,30
02/2020,Robo (con violencia),,Villa Pueyrredón,20
02/2020,Robo (con violencia),,Villa Real,4
02/2020,Robo (con violencia),,Villa Riachuelo,19
02/2020,Robo (con violencia),,Villa Santa Rita,17
02/2020,Robo (con violencia),,Villa Soldati,108
02/2020,Robo (con violencia),,Villa Urquiza,70
02/2020,Robo (con violencia),Con uso de moto,Agronomía,4
02/2020,Robo (con violencia),Con uso de moto,Almagro,8
02/2020,Robo (con violencia),Con uso de moto,Balvanera,38
