periodo,tipo,subtipo,barrio,total
08/2020,Lesiones,Siniestro Vial,Parque Chacabuco,17
08/2020,Lesiones,Siniestro Vial,Parque Chas,4
08/2020,Lesiones,Siniestro Vial,Parque Patricios,7
08/2020,Lesiones,Siniestro Vial,Paternal,2
08/2020,Lesiones,Siniestro Vial,Puerto Madero,1
08/2020,Lesiones,Siniestro Vial,Recoleta,11
08/2020,Lesiones,Siniestro Vial,Retiro,7
08/2020,Lesiones,Siniestro Vial,Saavedra,8
08/2020,Lesiones,Siniestro Vial,San Cristóbal,7
08/2020,Lesiones,Siniestro Vial,San Nicolás,12
08/2020,Lesiones,Siniestro Vial,San Telmo,2
08/2020,Lesiones,Siniestro Vial,Versalles,4
08/2020,Lesiones,Siniestro Vial,Villa Crespo,11
08/2020,Lesiones,Siniestro Vial,Villa Del Parque,7
08/2020,Lesiones,Siniestro Vial,Villa Devoto,7
08/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,7
08/2020,Lesiones,Siniestro Vial,Villa Lugano,10
08/2020,Lesiones,Siniestro Vial,Villa Luro,5
08/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5
08/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,8
08/2020,Lesiones,Siniestro Vial,Villa Real,5
08/2020,Lesiones,Siniestro Vial,Villa Riachuelo,4
08/2020,Lesiones,Siniestro Vial,Villa Santa Rita,7
08/2020,Lesiones,Siniestro Vial,Villa Soldati,5
08/2020,Lesiones,Siniestro Vial,Villa Urquiza,2
08/2020,Robo (con violencia),,,3
08/2020,Robo (con violencia),,Agronomía,5
08/2020,Robo (con violencia),,Almagro,119
08/2020,Robo (con violencia),,Balvanera,123
08/2020,Robo (con violencia),,Barracas,73
08/2020,Robo (con violencia),,Belgrano,78
08/2020,Robo (con violencia),,Boca,34
08/2020,Robo (con violencia),,Boedo,26
08/2020,Robo (con violencia),,Caballito,107
08/2020,Robo (con violencia),,Chacarita,30
08/2020,Robo (con violencia),,Coghlan,7
08/2020,Robo (con violencia),,Colegiales,38
08/2020,Robo (con violencia),,Constitución,65
08/2020,Robo (con violencia),,Flores,105
08/2020,Robo (con violencia),,Floresta,27
08/2020,Robo (con violencia),,Liniers,37
08/2020,Robo (con violencia),,Mataderos,46
08/2020,Robo (con violencia),,Monserrat,27
08/2020,Robo (con violencia),,Monte Castro,10
08/2020,Robo (con violencia),,Nueva Pompeya,52
08/2020,Robo (con violencia),,Nuñez,27
08/2020,Robo (con violencia),,Palermo,165
08/2020,Robo (con violencia),,Parque Avellaneda,44
08/2020,Robo (con violencia),,Parque Chacabuco,48
08/2020,Robo (con violencia),,Parque Chas,5
08/2020,Robo (con violencia),,Parque Patricios,33
08/2020,Robo (con violencia),,Paternal,17
08/2020,Robo (con violencia),,Puerto Madero,5
08/2020,Robo (con violencia),,Recoleta,113
08/2020,Robo (con violencia),,Retiro,72
08/2020,Robo (con violencia),,Saavedra,32
08/2020,Robo (con violencia),,San Cristóbal,39
08/2020,Robo (con violencia),,San Nicolás,53
08/2020,Robo (con violencia),,San Telmo,22
08/2020,Robo (con violencia),,Vélez Sársfield,20
08/2020,Robo (con violencia),,Versalles,7
08/2020,Robo (con violencia),,Villa Crespo,64
08/2020,Robo (con violencia),,Villa Del Parque,27
08/2020,Robo (con violencia),,Villa Devoto,19
08/2020,Robo (con violencia),,Villa Gral. Mitre,20
08/2020,Robo (con violencia),,Villa Lugano,84
08/2020,Robo (con violencia),,Villa Luro,19
08/2020,Robo (con violencia),,Villa Ortuzar,5
08/2020,Robo (con violencia),,Villa Pueyrredón,11
08/2020,Robo (con violencia),,Villa Real,4
08/2020,Robo (con violencia),,Villa Riachuelo,9
08/2020,Robo (con violencia),,Villa Santa Rita,12
08/2020,Robo (con violencia),,Villa Soldati,51
08/2020,Robo (con violencia),,Villa Urquiza,31
08/2020,Robo (con violencia),Con uso de moto,,2
08/2020,Robo (con violencia),Con uso de moto,Almagro,7
08/2020,Robo (con violencia),Con uso de moto,Balvanera,21
08/2020,Robo (con violencia),Con uso de moto,Barracas,16
08/2020,Robo (con violencia),Con uso de moto,Belgrano,14
08/2020,Robo (con violencia),Con uso de moto,Boca,8
08/2020,Robo (con violencia),Con uso de moto,Boedo,11
08/2020,Robo (con violencia),Con uso de moto,Caballito,25
08/2020,Robo (con violencia),Con uso de moto,Chacarita,1
08/2020,Robo (con violencia),Con uso de moto,Coghlan,1
08/2020,Robo (con violencia),Con uso de moto,Colegiales,7
08/2020,Robo (con violencia),Con uso de moto,Constitución,3
08/2020,Robo (con violencia),Con uso de moto,Flores,22
08/2020,Robo (con violencia),Con uso de moto,Floresta,8
08/2020,Robo (con violencia),Con uso de moto,Liniers,6
08/2020,Robo (con violencia),Con uso de moto,Mataderos,4
08/2020,Robo (con violencia),Con uso de moto,Monserrat,12
08/2020,Robo (con violencia),Con uso de moto,Monte Castro,4
08/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,4
08/2020,Robo (con violencia),Con uso de moto,Nuñez,5
08/2020,Robo (con violencia),Con uso de moto,Palermo,28
08/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,5
08/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,12
08/2020,Robo (con violencia),Con uso de moto,Parque Chas,1
08/2020,Robo (con violencia),Con uso de moto,Parque Patricios,6
08/2020,Robo (con violencia),Con uso de moto,Recoleta,5
08/2020,Robo (con violencia),Con uso de moto,Retiro,7
08/2020,Robo (con violencia),Con uso de moto,Saavedra,3
08/2020,Robo (con violencia),Con uso de moto,San Cristóbal,6
08/2020,Robo (con violencia),Con uso de moto,San Nicolás,2
08/2020,Robo (con violencia),Con uso de moto,San Telmo,3
08/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,2
08/2020,Robo (con violencia),Con uso de moto,Versalles,1
08/2020,Robo (con violencia),Con uso de moto,Villa Crespo,3
08/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,3
08/2020,Robo (con violencia),Con uso de moto,Villa Devoto,4
08/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4
08/2020,Robo (con violencia),Con uso de moto,Villa Lugano,9
08/2020,Robo (con violencia),Con uso de moto,Villa Luro,1
08/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,5
08/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,5
08/2020,Robo (con violencia),Con uso de moto,Villa Real,1
08/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,3
08/2020,Robo (con violencia),Con uso de moto,Villa Soldati,4
08/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,11
08/2020,Robo (con violencia),Robo Automotor,Almagro,1
08/2020,Robo (con violencia),Robo Automotor,Balvanera,1
08/2020,Robo (con violencia),Robo Automotor,Barracas,5
08/2020,Robo (con violencia),Robo Automotor,Boca,6
08/2020,Robo (con violencia),Robo Automotor,Boedo,2
08/2020,Robo (con violencia),Robo Automotor,Caballito,4
08/2020,Robo (con violencia),Robo Automotor,Chacarita,1
08/2020,Robo (con violencia),Robo Automotor,Flores,4
08/2020,Robo (con violencia),Robo Automotor,Floresta,1
08/2020,Robo (con violencia),Robo Automotor,Mataderos,2
08/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,10
08/2020,Robo (con violencia),Robo Automotor,Nuñez,1
08/2020,Robo (con violencia),Robo Automotor,Palermo,2
08/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1
08/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,5
08/2020,Robo (con violencia),Robo Automotor,Parque Patricios,2
08/2020,Robo (con violencia),Robo Automotor,Recoleta,1
08/2020,Robo (con violencia),Robo Automotor,Saavedra,2
08/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1
08/2020,Robo (con violencia),Robo Automotor,San Telmo,2
08/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,2
08/2020,Robo (con violencia),Robo Automotor,Villa Crespo,2
08/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
08/2020,Robo (con violencia),Robo Automotor,Villa Lugano,3
08/2020,Robo (con violencia),Robo Automotor,Villa Luro,3
08/2020,Robo (con violencia),Robo Automotor,Villa Ortuzar,1
08/2020,Robo (con violencia),Robo Automotor,Villa Soldati,9
08/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1
09/2020,Homicidio,Doloso,Balvanera,1
09/2020,Homicidio,Doloso,Barracas,1
09/2020,Homicidio,Doloso,Belgrano,1
09/2020,Homicidio,Doloso,Boca,1
09/2020,Homicidio,Doloso,Chacarita,1
09/2020,Homicidio,Doloso,Constitución,1
09/2020,Homicidio,Doloso,Mataderos,1
09/2020,Homicidio,Doloso,Palermo,1
09/2020,Homicidio,Doloso,San Nicolás,1
09/2020,Homicidio,Doloso,Villa Pueyrredón,1
09/2020,Homicidio,Siniestro Vial,Mataderos,1
09/2020,Homicidio,Siniestro Vial,Parque Chacabuco,1
09/2020,Homicidio,Siniestro Vial,Retiro,2
09/2020,Homicidio,Siniestro Vial,Villa Lugano,1
09/2020,Homicidio,Travesticidio/Transfemicidio,Barracas,1
09/2020,Hurto (sin violencia),,Agronomía,3
09/2020,Hurto (sin violencia),,Almagro,70
09/2020,Hurto (sin violencia),,Balvanera,108
09/2020,Hurto (sin violencia),,Barracas,60
09/2020,Hurto (sin violencia),,Belgrano,60
09/2020,Hurto (sin violencia),,Boca,14
09/2020,Hurto (sin violencia),,Boedo,34
09/2020,Hurto (sin violencia),,Caballito,89
09/2020,Hurto (sin violencia),,Chacarita,33
09/2020,Hurto (sin violencia),,Coghlan,6
09/2020,Hurto (sin violencia),,Colegiales,25
09/2020,Hurto (sin violencia),,Constitución,32
09/2020,Hurto (sin violencia),,Flores,85
09/2020,Hurto (sin violencia),,Floresta,39
09/2020,Hurto (sin violencia),,Liniers,30
09/2020,Hurto (sin violencia),,Mataderos,50
09/2020,Hurto (sin violencia),,Monserrat,34
09/2020,Hurto (sin violencia),,Monte Castro,11
09/2020,Hurto (sin violencia),,Nueva Pompeya,29
09/2020,Hurto (sin violencia),,Nuñez,25
09/2020,Hurto (sin violencia),,Palermo,152
09/2020,Hurto (sin violencia),,Parque Avellaneda,23
09/2020,Hurto (sin violencia),,Parque Chacabuco,26
09/2020,Hurto (sin violencia),,Parque Chas,6
09/2020,Hurto (sin violencia),,Parque Patricios,31
09/2020,Hurto (sin violencia),,Paternal,11
09/2020,Hurto (sin violencia),,Puerto Madero,2
09/2020,Hurto (sin violencia),,Recoleta,82
09/2020,Hurto (sin violencia),,Retiro,23
09/2020,Hurto (sin violencia),,Saavedra,38
09/2020,Hurto (sin violencia),,San Cristóbal,38
09/2020,Hurto (sin violencia),,San Nicolás,47
09/2020,Hurto (sin violencia),,San Telmo,14
09/2020,Hurto (sin violencia),,Vélez Sársfield,12
09/2020,Hurto (sin violencia),,Versalles,7
09/2020,Hurto (sin violencia),,Villa Crespo,52
09/2020,Hurto (sin violencia),,Villa Del Parque,23
09/2020,Hurto (sin violencia),,Villa Devoto,27
09/2020,Hurto (sin violencia),,Villa Gral. Mitre,14
09/2020,Hurto (sin violencia),,Villa Lugano,56
09/2020,Hurto (sin violencia),,Villa Luro,20
09/2020,Hurto (sin violencia),,Villa Ortuzar,9
09/2020,Hurto (sin violencia),,Villa Pueyrredón,28
09/2020,Hurto (sin violencia),,Villa Real,8
09/2020,Hurto (sin violencia),,Villa Riachuelo,10
09/2020,Hurto (sin violencia),,Villa Santa Rita,16
09/2020,Hurto (sin violencia),,Villa Soldati,25
09/2020,Hurto (sin violencia),,Villa Urquiza,46
09/2020,Hurto (sin violencia),Hurto Automotor,Almagro,10
09/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,7
09/2020,Hurto (sin violencia),Hurto Automotor,Barracas,5
09/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,2
09/2020,Hurto (sin violencia),Hurto Automotor,Boca,2
09/2020,Hurto (sin violencia),Hurto Automotor,Boedo,8
09/2020,Hurto (sin violencia),Hurto Automotor,Caballito,20
09/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2
09/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,3
09/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,1
09/2020,Hurto (sin violencia),Hurto Automotor,Constitución,2
09/2020,Hurto (sin violencia),Hurto Automotor,Flores,13
09/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1
09/2020,Hurto (sin violencia),Hurto Automotor,Liniers,9
09/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,13
09/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2
09/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2
09/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,3
09/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1
09/2020,Hurto (sin violencia),Hurto Automotor,Palermo,4
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,6
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,8
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,3
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4
09/2020,Hurto (sin violencia),Hurto Automotor,Paternal,2
09/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,7
09/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2
09/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,8
09/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,3
09/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2
09/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,7
09/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,12
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,1
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,6
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,4
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,18
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,2
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,6
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,6
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,4
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,11
09/2020,Lesiones,Siniestro Vial,,28
09/2020,Lesiones,Siniestro Vial,Agronomía,5
09/2020,Lesiones,Siniestro Vial,Almagro,26
09/2020,Lesiones,Siniestro Vial,Balvanera,24
09/2020,Lesiones,Siniestro Vial,Barracas,15
09/2020,Lesiones,Siniestro Vial,Belgrano,7
09/2020,Lesiones,Siniestro Vial,Boca,15
09/2020,Lesiones,Siniestro Vial,Boedo,11
09/2020,Lesiones,Siniestro Vial,Caballito,18
09/2020,Lesiones,Siniestro Vial,Chacarita,11
09/2020,Lesiones,Siniestro Vial,Coghlan,1
09/2020,Lesiones,Siniestro Vial,Colegiales,3
09/2020,Lesiones,Siniestro Vial,Constitución,12
09/2020,Lesiones,Siniestro Vial,Flores,25
09/2020,Lesiones,Siniestro Vial,Floresta,9
09/2020,Lesiones,Siniestro Vial,Liniers,10
09/2020,Lesiones,Siniestro Vial,Mataderos,18
09/2020,Lesiones,Siniestro Vial,Monserrat,13
09/2020,Lesiones,Siniestro Vial,Monte Castro,3
09/2020,Lesiones,Siniestro Vial,Nueva Pompeya,14
09/2020,Lesiones,Siniestro Vial,Nuñez,3
09/2020,Lesiones,Siniestro Vial,Palermo,26
09/2020,Lesiones,Siniestro Vial,Parque Avellaneda,11
09/2020,Lesiones,Siniestro Vial,Parque Chacabuco,13
09/2020,Lesiones,Siniestro Vial,Parque Chas,2
09/2020,Lesiones,Siniestro Vial,Parque Patricios,6
09/2020,Lesiones,Siniestro Vial,Paternal,4
09/2020,Lesiones,Siniestro Vial,Puerto Madero,1
09/2020,Lesiones,Siniestro Vial,Recoleta,16
09/2020,Lesiones,Siniestro Vial,Retiro,8
09/2020,Lesiones,Siniestro Vial,Saavedra,8
09/2020,Lesiones,Siniestro Vial,San Cristóbal,14
09/2020,Lesiones,Siniestro Vial,San Nicolás,8
09/2020,Lesiones,Siniestro Vial,San Telmo,1
09/2020,Lesiones,Siniestro Vial,Vélez Sársfield,3
09/2020,Lesiones,Siniestro Vial,Versalles,5
09/2020,Lesiones,Siniestro Vial,Villa Crespo,20
09/2020,Lesiones,Siniestro Vial,Villa Del Parque,9
09/2020,Lesiones,Siniestro Vial,Villa Devoto,10
09/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,6
09/2020,Lesiones,Siniestro Vial,Villa Lugano,14
09/2020,Lesiones,Siniestro Vial,Villa Luro,7
09/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5
09/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,9
09/2020,Lesiones,Siniestro Vial,Villa Real,4
09/2020,Lesiones,Siniestro Vial,Villa Riachuelo,3
09/2020,Lesiones,Siniestro Vial,Villa Santa Rita,12
09/2020,Lesiones,Siniestro Vial,Villa Soldati,3
09/2020,Lesiones,Siniestro Vial,Villa Urquiza,13
09/2020,Robo (con violencia),,,1
09/2020,Robo (con violencia),,Agronomía,1
09/2020,Robo (con violencia),,Almagro,114
09/2020,Robo (con violencia),,Balvanera,122
09/2020,Robo (con violencia),,Barracas,98
09/2020,Robo (con violencia),,Belgrano,73
09/2020,Robo (con violencia),,Boca,36
09/2020,Robo (con violencia),,Boedo,31
09/2020,Robo (con violencia),,Caballito,98
09/2020,Robo (con violencia),,Chacarita,34
09/2020,Robo (con violencia),,Coghlan,11
09/2020,Robo (con violencia),,Colegiales,35
09/2020,Robo (con violencia),,Constitución,67
09/2020,Robo (con violencia),,Flores,120
09/2020,Robo (con violencia),,Floresta,26
09/2020,Robo (con violencia),,Liniers,33
09/2020,Robo (con violencia),,Mataderos,52
09/2020,Robo (con violencia),,Monserrat,27
09/2020,Robo (con violencia),,Monte Castro,10
09/2020,Robo (con violencia),,Nueva Pompeya,41
09/2020,Robo (con violencia),,Nuñez,35
09/2020,Robo (con violencia),,Palermo,204
09/2020,Robo (con violencia),,Parque Avellaneda,43
09/2020,Robo (con violencia),,Parque Chacabuco,43
09/2020,Robo (con violencia),,Parque Chas,6
09/2020,Robo (con violencia),,Parque Patricios,41
09/2020,Robo (con violencia),,Paternal,9
09/2020,Robo (con violencia),,Puerto Madero,3
09/2020,Robo (con violencia),,Recoleta,114
09/2020,Robo (con violencia),,Retiro,89
09/2020,Robo (con violencia),,Saavedra,30
09/2020,Robo (con violencia),,San Cristóbal,36
09/2020,Robo (con violencia),,San Nicolás,48
09/2020,Robo (con violencia),,San Telmo,21
09/2020,Robo (con violencia),,Vélez Sársfield,23
09/2020,Robo (con violencia),,Versalles,7
09/2020,Robo (con violencia),,Villa Crespo,55
09/2020,Robo (con violencia),,Villa Del Parque,15
09/2020,Robo (con violencia),,Villa Devoto,22
09/2020,Robo (con violencia),,Villa Gral. Mitre,20
09/2020,Robo (con violencia),,Villa Lugano,106
09/2020,Robo (con violencia),,Villa Luro,14
09/2020,Robo (con violencia),,Villa Ortuzar,8
09/2020,Robo (con violencia),,Villa Pueyrredón,12
09/2020,Robo (con violencia),,Villa Real,1
09/2020,Robo (con violencia),,Villa Riachuelo,10
09/2020,Robo (con violencia),,Villa Santa Rita,17
09/2020,Robo (con violencia),,Villa Soldati,81
09/2020,Robo (con violencia),,Villa Urquiza,32
09/2020,Robo (con violencia),Con uso de moto,Agronomía,1
09/2020,Robo (con violencia),Con uso de moto,Almagro,8
09/2020,Robo (con violencia),Con uso de moto,Balvanera,22
09/2020,Robo (con violencia),Con uso de moto,Barracas,12
09/2020,Robo (con violencia),Con uso de moto,Belgrano,18
09/2020,Robo (con violencia),Con uso de moto,Boedo,7
09/2020,Robo (con violencia),Con uso de moto,Caballito,21
09/2020,Robo (con violencia),Con uso de moto,Chacarita,1
09/2020,Robo (con violencia),Con uso de moto,Coghlan,2
09/2020,Robo (con violencia),Con uso de moto,Colegiales,10
09/2020,Robo (con violencia),Con uso de moto,Constitución,12
09/2020,Robo (con violencia),Con uso de moto,Flores,17
09/2020,Robo (con violencia),Con uso de moto,Floresta,3
09/2020,Robo (con violencia),Con uso de moto,Liniers,4
09/2020,Robo (con violencia),Con uso de moto,Mataderos,10
09/2020,Robo (con violencia),Con uso de moto,Monserrat,7
09/2020,Robo (con violencia),Con uso de moto,Monte Castro,4
09/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,13
09/2020,Robo (con violencia),Con uso de moto,Nuñez,5
09/2020,Robo (con violencia),Con uso de moto,Palermo,20
09/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,5
09/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,9
09/2020,Robo (con violencia),Con uso de moto,Parque Chas,1
09/2020,Robo (con violencia),Con uso de moto,Parque Patricios,7
09/2020,Robo (con violencia),Con uso de moto,Paternal,2
09/2020,Robo (con violencia),Con uso de moto,Recoleta,3
09/2020,Robo (con violencia),Con uso de moto,Retiro,3
09/2020,Robo (con violencia),Con uso de moto,Saavedra,1
09/2020,Robo (con violencia),Con uso de moto,San Cristóbal,19
09/2020,Robo (con violencia),Con uso de moto,San Nicolás,3
09/2020,Robo (con violencia),Con uso de moto,San Telmo,1
09/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,3
09/2020,Robo (con violencia),Con uso de moto,Versalles,1
09/2020,Robo (con violencia),Con uso de moto,Villa Crespo,5
09/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,3
09/2020,Robo (con violencia),Con uso de moto,Villa Devoto,1
09/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,7
09/2020,Robo (con violencia),Con uso de moto,Villa Lugano,12
09/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,1
09/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,2
09/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,3
09/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,2
09/2020,Robo (con violencia),Con uso de moto,Villa Soldati,6
09/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,9
09/2020,Robo (con violencia),Robo Automotor,Balvanera,1
09/2020,Robo (con violencia),Robo Automotor,Barracas,9
09/2020,Robo (con violencia),Robo Automotor,Flores,4
09/2020,Robo (con violencia),Robo Automotor,Liniers,1
09/2020,Robo (con violencia),Robo Automotor,Mataderos,2
09/2020,Robo (con violencia),Robo Automotor,Monte Castro,3
09/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,1
09/2020,Robo (con violencia),Robo Automotor,Nuñez,1
09/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,2
09/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,3
09/2020,Robo (con violencia),Robo Automotor,Parque Chas,1
09/2020,Robo (con violencia),Robo Automotor,Paternal,1
09/2020,Robo (con violencia),Robo Automotor,San Cristóbal,2
09/2020,Robo (con violencia),Robo Automotor,San Telmo,2
09/2020,Robo (con violencia),Robo Automotor,Villa Devoto,1
09/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1
09/2020,Robo (con violencia),Robo Automotor,Villa Lugano,10
09/2020,Robo (con violencia),Robo Automotor,Villa Pueyrredón,1
09/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1
09/2020,Robo (con violencia),Robo Automotor,Villa Soldati,3
10/2020,Homicidio,Doloso,Barracas,1
10/2020,Homicidio,Doloso,Constitución,2
10/2020,Homicidio,Doloso,Flores,1
10/2020,Homicidio,Doloso,Nuñez,1
10/2020,Homicidio,Doloso,Retiro,1
10/2020,Homicidio,Doloso,Villa Lugano,1
10/2020,Homicidio,Siniestro Vial,Caballito,1
10/2020,Homicidio,Siniestro Vial,Chacarita,1
10/2020,Homicidio,Siniestro Vial,Retiro,1
10/2020,Homicidio,Siniestro Vial,Villa Del Parque,1
10/2020,Homicidio,Siniestro Vial,Villa Riachuelo,1
10/2020,Homicidio,Siniestro Vial,Villa Soldati,1
10/2020,Hurto (sin violencia),,,6
10/2020,Hurto (sin violencia),,Agronomía,5
10/2020,Hurto (sin violencia),,Almagro,84
10/2020,Hurto (sin violencia),,Balvanera,129
10/2020,Hurto (sin violencia),,Barracas,56
10/2020,Hurto (sin violencia),,Belgrano,78
10/2020,Hurto (sin violencia),,Boca,24
10/2020,Hurto (sin violencia),,Boedo,31
10/2020,Hurto (sin violencia),,Caballito,84
10/2020,Hurto (sin violencia),,Chacarita,22
10/2020,Hurto (sin violencia),,Coghlan,7
10/2020,Hurto (sin violencia),,Colegiales,23
10/2020,Hurto (sin violencia),,Constitución,39
10/2020,Hurto (sin violencia),,Flores,108
10/2020,Hurto (sin violencia),,Floresta,42
10/2020,Hurto (sin violencia),,Liniers,22
10/2020,Hurto (sin violencia),,Mataderos,58
10/2020,Hurto (sin violencia),,Monserrat,35
10/2020,Hurto (sin violencia),,Monte Castro,28
10/2020,Hurto (sin violencia),,Nueva Pompeya,35
10/2020,Hurto (sin violencia),,Nuñez,28
10/2020,Hurto (sin violencia),,Palermo,164
10/2020,Hurto (sin violencia),,Parque Avellaneda,26
10/2020,Hurto (sin violencia),,Parque Chacabuco,37
10/2020,Hurto (sin violencia),,Parque Chas,8
10/2020,Hurto (sin violencia),,Parque Patricios,39
10/2020,Hurto (sin violencia),,Paternal,12
10/2020,Hurto (sin violencia),,Recoleta,95
10/2020,Hurto (sin violencia),,Retiro,33
10/2020,Hurto (sin violencia),,Saavedra,35
10/2020,Hurto (sin violencia),,San Cristóbal,35
10/2020,Hurto (sin violencia),,San Nicolás,44
10/2020,Hurto (sin violencia),,San Telmo,15
10/2020,Hurto (sin violencia),,Vélez Sársfield,29
10/2020,Hurto (sin violencia),,Versalles,6
10/2020,Hurto (sin violencia),,Villa Crespo,57
10/2020,Hurto (sin violencia),,Villa Del Parque,25
10/2020,Hurto (sin violencia),,Villa Devoto,50
10/2020,Hurto (sin violencia),,Villa Gral. Mitre,24
10/2020,Hurto (sin violencia),,Villa Lugano,60
10/2020,Hurto (sin violencia),,Villa Luro,14
10/2020,Hurto (sin violencia),,Villa Ortuzar,7
10/2020,Hurto (sin violencia),,Villa Pueyrredón,26
10/2020,Hurto (sin violencia),,Villa Real,11
10/2020,Hurto (sin violencia),,Villa Riachuelo,12
10/2020,Hurto (sin violencia),,Villa Santa Rita,14
10/2020,Hurto (sin violencia),,Villa Soldati,41
10/2020,Hurto (sin violencia),,Villa Urquiza,42
10/2020,Hurto (sin violencia),Hurto Automotor,Almagro,15
10/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,10
10/2020,Hurto (sin violencia),Hurto Automotor,Barracas,4
10/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,6
10/2020,Hurto (sin violencia),Hurto Automotor,Boca,4
10/2020,Hurto (sin violencia),Hurto Automotor,Boedo,7
10/2020,Hurto (sin violencia),Hurto Automotor,Caballito,14
10/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2
10/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,1
10/2020,Hurto (sin violencia),Hurto Automotor,Constitución,3
10/2020,Hurto (sin violencia),Hurto Automotor,Flores,17
10/2020,Hurto (sin violencia),Hurto Automotor,Floresta,13
10/2020,Hurto (sin violencia),Hurto Automotor,Liniers,6
10/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,19
10/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,3
